MB1_2007;Resgatar do Submundo / Rescue from the Underworld;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479791,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=27611;Mystery Booster;;1;1,50;PT/EN   [Português / Inglês];NM   [Praticamente Nova];Foil
EXLTR_371;Resgate de Sauron / Sauron's Ransom;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480232,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=69311;O Senhor dos Aneis: Contos da Terra Media (Extended Art);;;;;;
SSLTR_676;Resgate de Sauron / Sauron's Ransom;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480316,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=69311;O Senhor dos Aneis: Contos da Terra Media (Showcase Scrolls);;;;;;
ESLTR_782;Resgate de Sauron / Sauron's Ransom;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480317,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=69311;O Senhor dos Aneis: Contos da Terra Media (Extended Art Surge Foil);;;;;;
SSLTR_556;Resgate Desesperado de Sam / Sam's Desperate Rescue;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480316,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=69310;O Senhor dos Aneis: Contos da Terra Media (Showcase Scrolls);;;;;;
GK2A_12;Resgate Dramático / Dramatic Rescue;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479753,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=25923;Kit de Guilda: Azorius;;;;;;
IA_167;Residente Infernal / Infernal Denizen;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=313,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=4146;Era Glacial;;;;;;
HOU_225;Resilient Khenra 4/4;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=176324,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=42426;Hora da Devastacao;;;;;;
CBMH2_317;Resistência / Endurance;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479850,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=60104;Modern Horizons 2 (Variantes);;;449,90;PT/EN   [Português / Inglês];NM   [Praticamente Nova];
OGW_80;;https://www.vilacelta.com.br/?view=ecom/admin/stats/bestsellers&tcg=1&search_extras=0&page=4&position=332&search_period=1&search_date=12/03/2024#332,https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=78616,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=35108;Juramento das Sentinelas;;18;0,35;PT/EN   [Português / Inglês];NM   [Praticamente Nova];
ASONE_43;Resistência de Tyvar (Art Card com Assinatura) / Tyvar's Stand (Art Card with Signature);https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480172,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=68001;Phyrexia: Tudo sera um (Art Series);;;;;;
ASONE_43;Resistência de Tyvar (Art Card) / Tyvar's Stand (Art Card);https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480172,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=68079;Phyrexia: Tudo sera um (Art Series);;;;;;
PLIST_818;Resistência Final de Ajani / Ajani's Last Stand;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479828,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=50620;The List;;2;1,20;PT/EN   [Português / Inglês];NM   [Praticamente Nova];
CMM_188;;https://www.vilacelta.com.br/?view=ecom/admin/stats/bestsellers&tcg=1&search_extras=0&page=9&position=857&search_period=1&search_date=12/03/2024#857,https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480263,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=40905;Commander Masters;;;;;;
GP_21;Resistir / Withstand;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=196,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=4763;Pacto das Guildas;;;;;;
MH1_191;;https://www.vilacelta.com.br/?view=ecom/admin/stats/bestsellers&tcg=1&search_extras=0&page=2&position=177&search_period=1&search_date=12/03/2024#177,https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479760,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=53795;Modern Horizons;;;4,95;PT/EN   [Português / Inglês];NM   [Praticamente Nova];
JPSTA_121;Resistir à Tempestade / Weather the Storm;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479842,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=53795;Strixhaven: Arquivo Mistico (Japones);;;59,90;JP      [Japonês];NM   [Praticamente Nova];Foil Especial / Foil Etched
OFMH2_24;Resistir à Tempestade / Weather the Storm;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479854,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=53795;Modern Horizons 2 (Moldura Antiga);;;21,90;ING     [Inglês];NM   [Praticamente Nova];Foil Especial / Foil Etched
MB1_82;Resolução de Djeru / Djeru's Resolve;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479791,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=40668;Mystery Booster;;3;0,39;PT/EN   [Português / Inglês];NM   [Praticamente Nova];
TP_133;Resolução de Herói / Hero's Resolve;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=219,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=10389;Tempestade;;;;;;
